filename,class,is_atypical,is_augmented,augmentation_type,split
6419.png,Normal,False,False,,Training
415.png,Normal,False,False,,Training
1057.png,Normal,False,False,,Training
TUPAC16_498.png,Normal,False,False,,Training
7373.png,Normal,False,False,,Training
TUPAC16_1507.png,Normal,False,False,,Training
5589.png,Normal,False,False,,Training
3872.png,Normal,False,False,,Training
621.png,Normal,False,False,,Training
TUPAC16_3657.png,Normal,False,False,,Training
2955.png,Normal,False,False,,Training
TUPAC16_321.png,Normal,False,False,,Training
8845.png,Normal,False,False,,Training
819.png,Normal,False,False,,Training
6825.png,Normal,False,False,,Training
TUPAC16_5428.png,Normal,False,False,,Training
1129.png,Normal,False,False,,Training
2026.png,Normal,False,False,,Training
5947.png,Normal,False,False,,Training
7094.png,Normal,False,False,,Training
9371.png,Normal,False,False,,Training
456.png,Normal,False,False,,Training
2143.png,Normal,False,False,,Training
6354.png,Normal,False,False,,Training
TUPAC16_954.png,Normal,False,False,,Training
1074.png,Normal,False,False,,Training
TUPAC16_4719.png,Normal,False,False,,Training
135.png,Normal,False,False,,Training
3198.png,Normal,False,False,,Training
177.png,Normal,False,False,,Training
10708.png,Normal,False,False,,Training
5625.png,Normal,False,False,,Training
3839.png,Normal,False,False,,Training
2075.png,Normal,False,False,,Training
3996.png,Normal,False,False,,Training
1382.png,Normal,False,False,,Training
421.png,Normal,False,False,,Training
TUPAC16_4107.png,Normal,False,False,,Training
6501.png,Normal,False,False,,Training
TUPAC16_5376.png,Normal,False,False,,Training
3013.png,Normal,False,False,,Training
6630.png,Normal,False,False,,Training
2946.png,Normal,False,False,,Training
8978.png,Normal,False,False,,Training
3876.png,Normal,False,False,,Training
8208.png,Normal,False,False,,Training
TUPAC16_5414.png,Normal,False,False,,Training
8150.png,Normal,False,False,,Training
TUPAC16_898.png,Normal,False,False,,Training
5119.png,Normal,False,False,,Training
5557.png,Normal,False,False,,Training
5701.png,Normal,False,False,,Training
3079.png,Normal,False,False,,Training
1402.png,Normal,False,False,,Training
10305.png,Normal,False,False,,Training
TUPAC16_4655.png,Normal,False,False,,Training
4306.png,Normal,False,False,,Training
4330.png,Normal,False,False,,Training
7974.png,Normal,False,False,,Training
3181.png,Normal,False,False,,Training
1602.png,Normal,False,False,,Training
729.png,Normal,False,False,,Training
6252.png,Normal,False,False,,Training
4393.png,Normal,False,False,,Training
TUPAC16_835.png,Normal,False,False,,Training
7969.png,Normal,False,False,,Training
10685.png,Normal,False,False,,Training
6378.png,Normal,False,False,,Training
3311.png,Normal,False,False,,Training
7295.png,Normal,False,False,,Training
9130.png,Normal,False,False,,Training
6771.png,Normal,False,False,,Training
2212.png,Normal,False,False,,Training
3913.png,Normal,False,False,,Training
9275.png,Normal,False,False,,Training
TUPAC16_4484.png,Normal,False,False,,Training
9277.png,Normal,False,False,,Training
7766.png,Normal,False,False,,Training
TUPAC16_2907.png,Normal,False,False,,Training
3609.png,Normal,False,False,,Training
2952.png,Normal,False,False,,Training
8383.png,Normal,False,False,,Training
7698.png,Normal,False,False,,Training
6667.png,Normal,False,False,,Training
4102.png,Normal,False,False,,Training
1612.png,Normal,False,False,,Training
699.png,Normal,False,False,,Training
4644.png,Normal,False,False,,Training
10678.png,Normal,False,False,,Training
3161.png,Normal,False,False,,Training
TUPAC16_12587.png,Normal,False,False,,Training
2046.png,Normal,False,False,,Training
10716.png,Normal,False,False,,Training
1156.png,Normal,False,False,,Training
3560.png,Normal,False,False,,Training
6262.png,Normal,False,False,,Training
TUPAC16_110.png,Normal,False,False,,Training
8816.png,Normal,False,False,,Training
3752.png,Normal,False,False,,Training
TUPAC16_2860.png,Normal,False,False,,Training
1926.png,Normal,False,False,,Training
TUPAC16_468.png,Normal,False,False,,Training
3782.png,Normal,False,False,,Training
11274.png,Normal,False,False,,Training
7555.png,Normal,False,False,,Training
TUPAC16_2711.png,Normal,False,False,,Training
TUPAC16_7103.png,Normal,False,False,,Training
458.png,Normal,False,False,,Training
4448.png,Normal,False,False,,Training
7290.png,Normal,False,False,,Training
874.png,Normal,False,False,,Training
TUPAC16_1218.png,Normal,False,False,,Training
9664.png,Normal,False,False,,Training
TUPAC16_7399.png,Normal,False,False,,Training
TUPAC16_813.png,Normal,False,False,,Training
8939.png,Normal,False,False,,Training
5607.png,Normal,False,False,,Training
6930.png,Normal,False,False,,Training
3990.png,Normal,False,False,,Training
36.png,Normal,False,False,,Training
7756.png,Normal,False,False,,Training
144.png,Normal,False,False,,Training
11911.png,Normal,False,False,,Training
6728.png,Normal,False,False,,Training
4350.png,Normal,False,False,,Training
280.png,Normal,False,False,,Training
4089.png,Normal,False,False,,Training
10273.png,Normal,False,False,,Training
8868.png,Normal,False,False,,Training
4152.png,Normal,False,False,,Training
4235.png,Normal,False,False,,Training
5612.png,Normal,False,False,,Training
TUPAC16_436.png,Normal,False,False,,Training
10796.png,Normal,False,False,,Training
4081.png,Normal,False,False,,Training
618.png,Normal,False,False,,Training
7301.png,Normal,False,False,,Training
6041.png,Normal,False,False,,Training
1060.png,Normal,False,False,,Training
11498.png,Normal,False,False,,Training
847.png,Normal,False,False,,Training
TUPAC16_4369.png,Normal,False,False,,Training
9187.png,Normal,False,False,,Training
4995.png,Normal,False,False,,Training
TUPAC16_755.png,Normal,False,False,,Training
TUPAC16_467.png,Normal,False,False,,Training
9255.png,Normal,False,False,,Training
6493.png,Normal,False,False,,Training
11851.png,Normal,False,False,,Training
TUPAC16_5392.png,Normal,False,False,,Training
5825.png,Normal,False,False,,Training
4249.png,Normal,False,False,,Training
7749.png,Normal,False,False,,Training
TUPAC16_2647.png,Normal,False,False,,Training
6372.png,Normal,False,False,,Training
1932.png,Normal,False,False,,Training
625.png,Normal,False,False,,Training
9266.png,Normal,False,False,,Training
670.png,Normal,False,False,,Training
TUPAC16_860.png,Normal,False,False,,Training
8788.png,Normal,False,False,,Training
1700.png,Normal,False,False,,Training
8498.png,Normal,False,False,,Training
8090.png,Normal,False,False,,Training
TUPAC16_7410.png,Normal,False,False,,Training
9167.png,Normal,False,False,,Training
9128.png,Normal,False,False,,Training
11570.png,Normal,False,False,,Training
5763.png,Normal,False,False,,Training
6387.png,Normal,False,False,,Training
11171.png,Normal,False,False,,Training
TUPAC16_1315.png,Normal,False,False,,Training
10942.png,Normal,False,False,,Training
6362.png,Normal,False,False,,Training
4415.png,Normal,False,False,,Training
11269.png,Normal,False,False,,Training
TUPAC16_338.png,Normal,False,False,,Training
9799.png,Normal,False,False,,Training
7.png,Normal,False,False,,Training
TUPAC16_1259.png,Normal,False,False,,Training
11566.png,Normal,False,False,,Training
7653.png,Normal,False,False,,Training
2311.png,Normal,False,False,,Training
9310.png,Normal,False,False,,Training
1111.png,Normal,False,False,,Training
TUPAC16_539.png,Normal,False,False,,Training
5830.png,Normal,False,False,,Training
4558.png,Normal,False,False,,Training
11561.png,Normal,False,False,,Training
3145.png,Normal,False,False,,Training
10977.png,Normal,False,False,,Training
7011.png,Normal,False,False,,Training
429.png,Normal,False,False,,Training
5685.png,Normal,False,False,,Training
9955.png,Normal,False,False,,Training
TUPAC16_1351.png,Normal,False,False,,Training
3141.png,Normal,False,False,,Training
4536.png,Normal,False,False,,Training
3903.png,Normal,False,False,,Training
4323.png,Normal,False,False,,Training
8425.png,Normal,False,False,,Training
8923.png,Normal,False,False,,Training
5692.png,Normal,False,False,,Training
488.png,Normal,False,False,,Training
9611.png,Normal,False,False,,Training
8970.png,Normal,False,False,,Training
9453.png,Normal,False,False,,Training
2142.png,Normal,False,False,,Training
TUPAC16_2662.png,Normal,False,False,,Training
2035.png,Normal,False,False,,Training
2472.png,Normal,False,False,,Training
3739.png,Normal,False,False,,Training
7286.png,Normal,False,False,,Training
TUPAC16_754.png,Normal,False,False,,Training
7817.png,Normal,False,False,,Training
9762.png,Normal,False,False,,Training
253.png,Normal,False,False,,Training
TUPAC16_5364.png,Normal,False,False,,Training
6429.png,Normal,False,False,,Training
4499.png,Normal,False,False,,Training
TUPAC16_2906.png,Normal,False,False,,Training
TUPAC16_3894.png,Normal,False,False,,Training
10287.png,Normal,False,False,,Training
266.png,Normal,False,False,,Training
1118.png,Normal,False,False,,Training
718.png,Normal,False,False,,Training
11391.png,Normal,False,False,,Training
9470.png,Normal,False,False,,Training
9481.png,Normal,False,False,,Training
6159.png,Normal,False,False,,Training
4552.png,Normal,False,False,,Training
5969.png,Normal,False,False,,Training
10921.png,Normal,False,False,,Training
7278.png,Normal,False,False,,Training
4294.png,Normal,False,False,,Training
5700.png,Normal,False,False,,Training
8946.png,Normal,False,False,,Training
7699.png,Normal,False,False,,Training
11881.png,Normal,False,False,,Training
1939.png,Normal,False,False,,Training
856.png,Normal,False,False,,Training
3117.png,Normal,False,False,,Training
1448.png,Normal,False,False,,Training
9451.png,Normal,False,False,,Training
3635.png,Normal,False,False,,Training
9328.png,Normal,False,False,,Training
7718.png,Normal,False,False,,Training
7482.png,Normal,False,False,,Training
4601.png,Normal,False,False,,Training
3400.png,Normal,False,False,,Training
TUPAC16_475.png,Normal,False,False,,Training
TUPAC16_905.png,Normal,False,False,,Training
1136.png,Normal,False,False,,Training
7255.png,Normal,False,False,,Training
487.png,Normal,False,False,,Training
7719.png,Normal,False,False,,Training
9960.png,Normal,False,False,,Training
9423.png,Normal,False,False,,Training
7494.png,Normal,False,False,,Training
3332.png,Normal,False,False,,Training
3809.png,Normal,False,False,,Training
3172.png,Normal,False,False,,Training
7625.png,Normal,False,False,,Training
3910.png,Normal,False,False,,Training
7759.png,Normal,False,False,,Training
TUPAC16_4722.png,Normal,False,False,,Training
9202.png,Normal,False,False,,Training
3732.png,Normal,False,False,,Training
1797.png,Normal,False,False,,Training
6198.png,Normal,False,False,,Training
2083.png,Normal,False,False,,Training
3941.png,Normal,False,False,,Training
TUPAC16_1283.png,Normal,False,False,,Training
10755.png,Normal,False,False,,Training
4965.png,Normal,False,False,,Training
TUPAC16_387.png,Normal,False,False,,Training
5725.png,Normal,False,False,,Training
8422.png,Normal,False,False,,Training
TUPAC16_5390.png,Normal,False,False,,Training
6306.png,Normal,False,False,,Training
721.png,Normal,False,False,,Training
8597.png,Normal,False,False,,Training
2096.png,Normal,False,False,,Training
TUPAC16_894.png,Normal,False,False,,Training
7564.png,Normal,False,False,,Training
6919.png,Normal,False,False,,Training
9175.png,Normal,False,False,,Training
7032.png,Normal,False,False,,Training
7157.png,Normal,False,False,,Training
TUPAC16_14442.png,Normal,False,False,,Training
4980.png,Normal,False,False,,Training
101.png,Normal,False,False,,Training
3700.png,Normal,False,False,,Training
7662.png,Normal,False,False,,Training
751.png,Normal,False,False,,Training
11170.png,Normal,False,False,,Training
8616.png,Normal,False,False,,Training
6734.png,Normal,False,False,,Training
2991.png,Normal,False,False,,Training
3864.png,Normal,False,False,,Training
10682.png,Normal,False,False,,Training
2252.png,Normal,False,False,,Training
TUPAC16_392.png,Normal,False,False,,Training
6920.png,Normal,False,False,,Training
TUPAC16_4923.png,Normal,False,False,,Training
11343.png,Normal,False,False,,Training
TUPAC16_747.png,Normal,False,False,,Training
1166.png,Normal,False,False,,Training
4281.png,Normal,False,False,,Training
6352.png,Normal,False,False,,Training
11556.png,Normal,False,False,,Training
TUPAC16_833.png,Normal,False,False,,Training
7805.png,Normal,False,False,,Training
TUPAC16_14489.png,Normal,False,False,,Training
TUPAC16_4298.png,Normal,False,False,,Training
9962.png,Normal,False,False,,Training
4035.png,Normal,False,False,,Training
5707.png,Normal,False,False,,Training
4599.png,Normal,False,False,,Training
5968.png,Normal,False,False,,Training
489.png,Normal,False,False,,Training
9854.png,Normal,False,False,,Training
199.png,Normal,False,False,,Training
3906.png,Normal,False,False,,Training
11250.png,Normal,False,False,,Training
3817.png,Normal,False,False,,Training
1429.png,Normal,False,False,,Training
6780.png,Normal,False,False,,Training
3583.png,Normal,False,False,,Training
5533.png,Normal,False,False,,Training
8940.png,Normal,False,False,,Training
10781.png,Normal,False,False,,Training
1747.png,Normal,False,False,,Training
3098.png,Normal,False,False,,Training
686.png,Normal,False,False,,Training
3101.png,Normal,False,False,,Training
TUPAC16_4404.png,Normal,False,False,,Training
11208.png,Normal,False,False,,Training
6669.png,Normal,False,False,,Training
TUPAC16_643.png,Normal,False,False,,Training
356.png,Normal,False,False,,Training
2275.png,Normal,False,False,,Training
5102.png,Normal,False,False,,Training
623.png,Normal,False,False,,Training
870.png,Normal,False,False,,Training
4533.png,Normal,False,False,,Training
11227.png,Normal,False,False,,Training
4418.png,Normal,False,False,,Training
7780.png,Normal,False,False,,Training
7904.png,Normal,False,False,,Training
4214.png,Normal,False,False,,Training
3153.png,Normal,False,False,,Training
1941.png,Normal,False,False,,Training
9322.png,Normal,False,False,,Training
2988.png,Normal,False,False,,Training
6052.png,Normal,False,False,,Training
612.png,Normal,False,False,,Training
6355.png,Normal,False,False,,Training
793.png,Normal,False,False,,Training
2446.png,Normal,False,False,,Training
6379.png,Normal,False,False,,Training
9986.png,Normal,False,False,,Training
9973.png,Normal,False,False,,Training
8103.png,Normal,False,False,,Training
9270.png,Normal,False,False,,Training
3699.png,Normal,False,False,,Training
10813.png,Normal,False,False,,Training
11289.png,Normal,False,False,,Training
124.png,Normal,False,False,,Training
TUPAC16_4442.png,Normal,False,False,,Training
1618.png,Normal,False,False,,Training
3052.png,Normal,False,False,,Training
TUPAC16_238.png,Normal,False,False,,Training
TUPAC16_462.png,Normal,False,False,,Training
7282.png,Normal,False,False,,Training
759.png,Normal,False,False,,Training
8456.png,Normal,False,False,,Training
10695.png,Normal,False,False,,Training
1040.png,Normal,False,False,,Training
3654.png,Normal,False,False,,Training
TUPAC16_113.png,Normal,False,False,,Training
TUPAC16_2968.png,Normal,False,False,,Training
3682.png,Normal,False,False,,Training
6712.png,Normal,False,False,,Training
7293.png,Normal,False,False,,Training
4571.png,Normal,False,False,,Training
TUPAC16_684.png,Normal,False,False,,Training
9474.png,Normal,False,False,,Training
6278.png,Normal,False,False,,Training
7809.png,Normal,False,False,,Training
8559.png,Normal,False,False,,Training
2292.png,Normal,False,False,,Training
11384.png,Normal,False,False,,Training
7959.png,Normal,False,False,,Training
TUPAC16_4246.png,Normal,False,False,,Training
1657.png,Normal,False,False,,Training
TUPAC16_1039.png,Normal,False,False,,Training
TUPAC16_4555.png,Normal,False,False,,Training
6010.png,Normal,False,False,,Training
453.png,Normal,False,False,,Training
9922.png,Normal,False,False,,Training
4134.png,Normal,False,False,,Training
9590.png,Normal,False,False,,Training
TUPAC16_1583.png,Normal,False,False,,Training
4990.png,Normal,False,False,,Training
5610.png,Normal,False,False,,Training
4270.png,Normal,False,False,,Training
1090.png,Normal,False,False,,Training
5621.png,Normal,False,False,,Training
4284.png,Normal,False,False,,Training
4576.png,Normal,False,False,,Training
3090.png,Normal,False,False,,Training
TUPAC16_7842.png,Normal,False,False,,Training
2978.png,Normal,False,False,,Training
7065.png,Normal,False,False,,Training
TUPAC16_4858.png,Normal,False,False,,Training
6382.png,Normal,False,False,,Training
7073.png,Normal,False,False,,Training
6952.png,Normal,False,False,,Training
1377.png,Normal,False,False,,Training
6863.png,Normal,False,False,,Training
11301.png,Normal,False,False,,Training
2261.png,Normal,False,False,,Training
3605.png,Normal,False,False,,Training
197.png,Normal,False,False,,Training
2118.png,Normal,False,False,,Training
2474.png,Normal,False,False,,Training
8463.png,Normal,False,False,,Training
8200.png,Normal,False,False,,Training
5552.png,Normal,False,False,,Training
1139.png,Normal,False,False,,Training
7816.png,Normal,False,False,,Training
447.png,Normal,False,False,,Training
1032.png,Normal,False,False,,Training
10827.png,Normal,False,False,,Training
TUPAC16_4720.png,Normal,False,False,,Training
864.png,Normal,False,False,,Training
TUPAC16_2877.png,Normal,False,False,,Training
2244.png,Normal,False,False,,Training
829.png,Normal,False,False,,Training
211.png,Normal,False,False,,Training
10302.png,Normal,False,False,,Training
TUPAC16_1346.png,Normal,False,False,,Training
11346.png,Normal,False,False,,Training
TUPAC16_627.png,Normal,False,False,,Training
1607.png,Normal,False,False,,Training
1775.png,Normal,False,False,,Training
394.png,Normal,False,False,,Training
11383.png,Normal,False,False,,Training
6708.png,Normal,False,False,,Training
113.png,Normal,False,False,,Training
9845.png,Normal,False,False,,Training
832.png,Normal,False,False,,Training
9939.png,Normal,False,False,,Training
3207.png,Normal,False,False,,Training
1383.png,Normal,False,False,,Training
8378.png,Normal,False,False,,Training
TUPAC16_1376.png,Normal,False,False,,Training
TUPAC16_3066.png,Normal,False,False,,Training
8375.png,Normal,False,False,,Training
2336.png,Normal,False,False,,Training
4522.png,Normal,False,False,,Training
10275.png,Normal,False,False,,Training
8118.png,Normal,False,False,,Training
10874.png,Normal,False,False,,Training
1640.png,Normal,False,False,,Training
2195.png,Normal,False,False,,Training
9790.png,Normal,False,False,,Training
5984.png,Normal,False,False,,Training
5591.png,Normal,False,False,,Training
2289.png,Normal,False,False,,Training
684.png,Normal,False,False,,Training
1449.png,Normal,False,False,,Training
2993.png,Normal,False,False,,Training
3094.png,Normal,False,False,,Training
425.png,Normal,False,False,,Training
TUPAC16_1336.png,Normal,False,False,,Training
3197.png,Normal,False,False,,Training
TUPAC16_114.png,Normal,False,False,,Training
3395.png,Normal,False,False,,Training
3179.png,Normal,False,False,,Training
2975.png,Normal,False,False,,Training
3894.png,Normal,False,False,,Training
3031.png,Normal,False,False,,Training
8916.png,Normal,False,False,,Training
3613.png,Normal,False,False,,Training
10888.png,Normal,False,False,,Training
5114.png,Normal,False,False,,Training
1918.png,Normal,False,False,,Training
1590.png,Normal,False,False,,Training
7879.png,Normal,False,False,,Training
6748.png,Normal,False,False,,Training
9861.png,Normal,False,False,,Training
8429.png,Normal,False,False,,Training
7943.png,Normal,False,False,,Training
445.png,Normal,False,False,,Training
TUPAC16_14200.png,Normal,False,False,,Training
3360.png,Normal,False,False,,Training
10886.png,Normal,False,False,,Training
2234.png,Normal,False,False,,Training
3194.png,Normal,False,False,,Training
TUPAC16_901.png,Normal,False,False,,Training
5982.png,Normal,False,False,,Training
4196.png,Normal,False,False,,Training
1911.png,Normal,False,False,,Training
2101.png,Normal,False,False,,Training
8441.png,Normal,False,False,,Training
TUPAC16_4975.png,Normal,False,False,,Training
1678.png,Normal,False,False,,Training
3601.png,Normal,False,False,,Training
3776.png,Normal,False,False,,Training
6261.png,Normal,False,False,,Training
TUPAC16_955.png,Normal,False,False,,Training
3071.png,Normal,False,False,,Training
4144.png,Normal,False,False,,Training
1123.png,Normal,False,False,,Training
11916.png,Normal,False,False,,Training
1823.png,Normal,False,False,,Training
TUPAC16_2920.png,Normal,False,False,,Training
4301.png,Normal,False,False,,Training
463.png,Normal,False,False,,Training
8544.png,Normal,False,False,,Training
1638.png,Normal,False,False,,Training
6723.png,Normal,False,False,,Training
333.png,Normal,False,False,,Training
9636.png,Normal,False,False,,Training
1830.png,Normal,False,False,,Training
10807.png,Normal,False,False,,Training
TUPAC16_4757.png,Normal,False,False,,Training
2038.png,Normal,False,False,,Training
4289.png,Normal,False,False,,Training
3171.png,Normal,False,False,,Training
2300.png,Normal,False,False,,Training
8537.png,Normal,False,False,,Training
8209.png,Normal,False,False,,Training
10976.png,Normal,False,False,,Training
109.png,Normal,False,False,,Training
6498.png,Normal,False,False,,Training
6435.png,Normal,False,False,,Training
5976.png,Normal,False,False,,Training
4897.png,Normal,False,False,,Training
6180.png,Normal,False,False,,Training
TUPAC16_388.png,Normal,False,False,,Training
6292.png,Normal,False,False,,Training
6975.png,Normal,False,False,,Training
TUPAC16_5678.png,Normal,False,False,,Training
2990.png,Normal,False,False,,Training
TUPAC16_819.png,Normal,False,False,,Training
7818.png,Normal,False,False,,Training
TUPAC16_4641.png,Normal,False,False,,Training
147.png,Normal,False,False,,Training
3667.png,Normal,False,False,,Training
8553.png,Normal,False,False,,Training
3334.png,Normal,False,False,,Training
6936.png,Normal,False,False,,Training
6494.png,Normal,False,False,,Training
3865.png,Normal,False,False,,Training
368.png,Normal,False,False,,Training
10772.png,Normal,False,False,,Training
2240.png,Normal,False,False,,Training
600.png,Normal,False,False,,Training
5629.png,Normal,False,False,,Training
TUPAC16_547.png,Normal,False,False,,Training
10832.png,Normal,False,False,,Training
1082.png,Normal,False,False,,Training
8191.png,Normal,False,False,,Training
6007.png,Normal,False,False,,Training
2106.png,Normal,False,False,,Training
56.png,Normal,False,False,,Training
TUPAC16_716.png,Normal,False,False,,Training
9814.png,Normal,False,False,,Training
2042.png,Normal,False,False,,Training
7309.png,Normal,False,False,,Training
TUPAC16_5083.png,Normal,False,False,,Training
5575.png,Normal,False,False,,Training
7155.png,Normal,False,False,,Training
2476.png,Normal,False,False,,Training
TUPAC16_1590.png,Normal,False,False,,Training
6243.png,Normal,False,False,,Training
8966.png,Normal,False,False,,Training
3827.png,Normal,False,False,,Training
11325.png,Normal,False,False,,Training
TUPAC16_150.png,Normal,False,False,,Training
1134.png,Normal,False,False,,Training
2425.png,Normal,False,False,,Training
TUPAC16_1528.png,Normal,False,False,,Training
5088.png,Normal,False,False,,Training
9358.png,Normal,False,False,,Training
9919.png,Normal,False,False,,Training
278.png,Normal,False,False,,Training
1950.png,Normal,False,False,,Training
6810.png,Normal,False,False,,Training
4302.png,Normal,False,False,,Training
3060.png,Normal,False,False,,Training
6935.png,Normal,False,False,,Training
4189.png,Normal,False,False,,Training
6247.png,Normal,False,False,,Training
362.png,Normal,False,False,,Training
2339.png,Normal,False,False,,Training
7085.png,Normal,False,False,,Training
10879.png,Normal,False,False,,Training
4892.png,Normal,False,False,,Training
5711.png,Normal,False,False,,Training
5948.png,Normal,False,False,,Training
5771.png,Normal,False,False,,Training
2350.png,Normal,False,False,,Training
TUPAC16_7668.png,Normal,False,False,,Training
10923.png,Normal,False,False,,Training
8968.png,Normal,False,False,,Training
6358.png,Normal,False,False,,Training
324.png,Normal,False,False,,Training
9330.png,Normal,False,False,,Training
2152.png,Normal,False,False,,Training
10840.png,Normal,False,False,,Training
6785.png,Normal,False,False,,Training
9670.png,Normal,False,False,,Training
1467.png,Normal,False,False,,Training
11243.png,Normal,False,False,,Training
7669.png,Normal,False,False,,Training
TUPAC16_924.png,Normal,False,False,,Training
9653.png,Normal,False,False,,Training
3168.png,Normal,False,False,,Training
TUPAC16_490.png,Normal,False,False,,Training
7620.png,Normal,False,False,,Training
3963.png,Normal,False,False,,Training
10941.png,Normal,False,False,,Training
4246.png,Normal,False,False,,Training
7661.png,Normal,False,False,,Training
1059.png,Normal,False,False,,Training
8947.png,Normal,False,False,,Training
6011.png,Normal,False,False,,Training
6388.png,Normal,False,False,,Training
1423.png,Normal,False,False,,Training
149.png,Normal,False,False,,Training
7096.png,Normal,False,False,,Training
8552.png,Normal,False,False,,Training
1658.png,Normal,False,False,,Training
TUPAC16_3109.png,Normal,False,False,,Training
784.png,Normal,False,False,,Training
8804.png,Normal,False,False,,Training
6390.png,Normal,False,False,,Training
3313.png,Normal,False,False,,Training
4443.png,Normal,False,False,,Training
11705.png,Normal,False,False,,Training
2147.png,Normal,False,False,,Training
TUPAC16_2799.png,Normal,False,False,,Training
689.png,Normal,False,False,,Training
1471.png,Normal,False,False,,Training
TUPAC16_5049.png,Normal,False,False,,Training
6740.png,Normal,False,False,,Training
TUPAC16_4862.png,Normal,False,False,,Training
3927.png,Normal,False,False,,Training
TUPAC16_1213.png,Normal,False,False,,Training
TUPAC16_1223.png,Normal,False,False,,Training
6798.png,Normal,False,False,,Training
1173.png,Normal,False,False,,Training
1860.png,Normal,False,False,,Training
4044.png,Normal,False,False,,Training
4005.png,Normal,False,False,,Training
7074.png,Normal,False,False,,Training
TUPAC16_982.png,Normal,False,False,,Training
7134.png,Normal,False,False,,Training
5759.png,Normal,False,False,,Training
258.png,Normal,False,False,,Training
TUPAC16_22.png,Normal,False,False,,Training
3327.png,Normal,False,False,,Training
3794.png,Normal,False,False,,Training
6839.png,Normal,False,False,,Training
4920.png,Normal,False,False,,Training
58.png,Normal,False,False,,Training
1591.png,Normal,False,False,,Training
7700.png,Normal,False,False,,Training
647.png,Normal,False,False,,Training
9468.png,Normal,False,False,,Training
8689.png,Normal,False,False,,Training
9132.png,Normal,False,False,,Training
1788.png,Normal,False,False,,Training
6724.png,Normal,False,False,,Training
2445.png,Normal,False,False,,Training
TUPAC16_4175.png,Normal,False,False,,Training
6238.png,Normal,False,False,,Training
45.png,Normal,False,False,,Training
8833.png,Normal,False,False,,Training
5743.png,Normal,False,False,,Training
9156.png,Normal,False,False,,Training
2934.png,Normal,False,False,,Training
3566.png,Normal,False,False,,Training
1805.png,Normal,False,False,,Training
3423.png,Normal,False,False,,Training
452.png,Normal,False,False,,Training
TUPAC16_11158.png,Normal,False,False,,Training
5954.png,Normal,False,False,,Training
TUPAC16_521.png,Normal,False,False,,Training
TUPAC16_774.png,Normal,False,False,,Training
9350.png,Normal,False,False,,Training
3073.png,Normal,False,False,,Training
3949.png,Normal,False,False,,Training
11203.png,Normal,False,False,,Training
11234.png,Normal,False,False,,Training
8987.png,Normal,False,False,,Training
8540.png,Normal,False,False,,Training
TUPAC16_4158.png,Normal,False,False,,Training
10728.png,Normal,False,False,,Training
TUPAC16_517.png,Normal,False,False,,Training
2320.png,Normal,False,False,,Training
1085.png,Normal,False,False,,Training
6635.png,Normal,False,False,,Training
7630.png,Normal,False,False,,Training
9690.png,Normal,False,False,,Training
697.png,Normal,False,False,,Training
5528.png,Normal,False,False,,Training
4369.png,Normal,False,False,,Training
TUPAC16_2696.png,Normal,False,False,,Training
1931.png,Normal,False,False,,Training
6937.png,Normal,False,False,,Training
3617.png,Normal,False,False,,Training
5651.png,Normal,False,False,,Training
353.png,Normal,False,False,,Training
2492.png,Normal,False,False,,Training
3329.png,Normal,False,False,,Training
3415.png,Normal,False,False,,Training
7323.png,Normal,False,False,,Training
1427.png,Normal,False,False,,Training
2030.png,Normal,False,False,,Training
10.png,Normal,False,False,,Training
TUPAC16_2702.png,Normal,False,False,,Training
722.png,Normal,False,False,,Training
3351.png,Normal,False,False,,Training
10937.png,Normal,False,False,,Training
659.png,Normal,False,False,,Training
2062.png,Normal,False,False,,Training
1661.png,Normal,False,False,,Training
9139.png,Normal,False,False,,Training
6003.png,Normal,False,False,,Training
7130.png,Normal,False,False,,Training
TUPAC16_2970.png,Normal,False,False,,Training
2107.png,Normal,False,False,,Training
10884.png,Normal,False,False,,Training
6662.png,Normal,False,False,,Training
TUPAC16_4798.png,Normal,False,False,,Training
2933.png,Normal,False,False,,Training
TUPAC16_2688.png,Normal,False,False,,Training
3758.png,Normal,False,False,,Training
1087.png,Normal,False,False,,Training
5742.png,Normal,False,False,,Training
2153.png,Normal,False,False,,Training
11928.png,Normal,False,False,,Training
8096.png,Normal,False,False,,Training
8577.png,Normal,False,False,,Training
2025.png,Normal,False,False,,Training
6823.png,Normal,False,False,,Training
5534.png,Normal,False,False,,Training
8198.png,Normal,False,False,,Training
5614.png,Normal,False,False,,Training
7968.png,Normal,False,False,,Training
3011.png,Normal,False,False,,Training
3625.png,Normal,False,False,,Training
4984.png,Normal,False,False,,Training
8157.png,Normal,False,False,,Training
7951.png,Normal,False,False,,Training
TUPAC16_1018.png,Normal,False,False,,Training
4255.png,Normal,False,False,,Training
3438.png,Normal,False,False,,Training
11894.png,Normal,False,False,,Training
3600.png,Normal,False,False,,Training
TUPAC16_410.png,Normal,False,False,,Training
10789.png,Normal,False,False,,Training
11183.png,Normal,False,False,,Training
8404.png,Normal,False,False,,Training
7017.png,Normal,False,False,,Training
6732.png,Normal,False,False,,Training
TUPAC16_1635.png,Normal,False,False,,Training
11223.png,Normal,False,False,,Training
3042.png,Normal,False,False,,Training
11317.png,Normal,False,False,,Training
321.png,Normal,False,False,,Training
4537.png,Normal,False,False,,Training
6286.png,Normal,False,False,,Training
1753.png,Normal,False,False,,Training
1644.png,Normal,False,False,,Training
